x,i,j,k,y
39.31957421,0,1,1,118.262736
9.775837341,0,1,1,64.8610489
85.10634384,0,0,0,358.9459238
51.04951979,0,0,0,82.00160523
33.84727497,1,1,0,196.0380018
-36.78913264,1,1,2,-137.3475319
27.0878114,1,1,0,146.2350217
-5.371364285,0,1,2,114.1351768
44.02092892,1,0,0,190.6843916
63.87665683,0,0,2,357.9500763
-9.045773463,0,0,1,-43.85172246
72.62507629,0,1,1,475.1912054
13.45263775,1,1,1,290.9723275
83.543603,1,1,3,413.495301
5.582780184,0,0,2,0.348602548
63.41182118,0,0,2,127.8492973
41.56188055,1,0,2,200.764858
-29.54611736,1,0,2,-235.5301371
22.72189976,1,1,3,205.1121535
20.46142352,0,1,1,75.28891922
122.7577983,1,1,2,791.2981227
60.61298059,0,0,1,354.9724184
52.02351107,0,1,2,193.6618832
-1.818899935,0,1,0,-18.47307977
21.99293714,1,1,1,229.5305735
119.2048886,1,0,2,648.2771451
-18.79649338,0,1,2,113.7218119
5.471826239,0,1,2,138.7407931
77.86927802,0,0,1,373.792789
-30.5180898,0,0,1,-174.7234597
24.92007903,0,1,1,90.18025141
49.65762764,1,0,1,303.069537
-3.568503056,0,1,2,-18.03694968
31.48470548,1,0,0,140.9932437
46.74808281,0,0,2,354.2775513
-4.356578755,0,1,2,-25.18793322
44.26892855,0,0,1,106.9938678
-48.97545383,0,0,2,-270.5370177
81.55107283,0,1,2,403.245006
89.97354224,1,1,2,615.25983
0.897930997,0,1,1,0.087637408
78.19667486,0,0,2,379.7877825
92.06049281,1,1,1,609.4040752
55.41349098,1,0,2,133.0576267
34.38493439,1,1,1,455.2674054
70.45899167,1,0,1,266.8272764
41.97526327,0,1,2,223.4116826
88.30576868,0,1,2,461.9051329
48.85159319,1,0,2,298.6741065
127.9235226,0,1,1,769.9020124
34.01399371,0,0,1,216.054497
64.00002368,1,1,1,287.2545002
10.54166371,1,0,1,176.9849283
53.89310881,1,0,0,336.7989315
31.31523642,0,0,3,282.9118069
15.29356878,1,1,1,-143.8140636
25.70127679,1,1,3,98.60399674
5.026445436,0,1,1,150.0889445
25.85895306,1,1,1,314.8498662
65.28012268,1,1,2,244.9611335
46.29363304,1,0,0,175.4241049
-19.39837311,1,1,1,1.458052308
84.40738191,1,0,2,488.794309
-44.38630956,1,1,2,161.5941191
64.42530073,1,0,2,270.1195413
-29.79713271,0,0,2,-322.4075155
16.12898,0,1,2,155.8430428
14.13166862,1,0,1,172.2022236
90.18469009,1,0,2,458.5332485
35.02119634,1,1,3,292.1355593
31.98887631,0,1,1,239.6221049
46.12767085,0,0,0,259.7431678
-31.62990212,0,0,2,-138.0956366
10.73726914,0,0,1,193.4607966
69.53442313,0,0,0,441.9038931
63.5779593,0,1,2,332.3058187
-12.6913203,0,0,1,-49.68189315
90.74941414,0,1,3,484.3004487
97.45397119,1,0,1,559.1266371
-38.68453667,1,0,0,-62.66011937
74.01448023,1,0,2,333.1951146
-26.32095638,1,1,2,267.4746327
-3.038980085,0,1,3,-6.687590652
-8.132922042,1,0,2,77.25158783
31.73227096,0,1,1,196.91297
57.31851813,1,0,0,290.7697132
69.33784568,0,0,0,340.3892133
61.26437945,1,0,1,268.4291915
132.301771,0,1,2,463.0356791
82.24524833,1,1,1,442.0889111
86.92519374,0,0,2,385.5633114
35.70656077,0,0,0,15.46208659
103.1368679,1,0,1,421.8646971
4.73293736,1,0,1,159.0576126
11.52073512,0,1,1,153.133788
-7.919862008,1,1,1,-88.73615501
-20.51590723,0,0,2,-79.39099273
-7.616716812,0,0,2,-47.44001452
40.48181838,1,1,0,398.5576886
59.56256041,0,1,0,370.115412
44.64011777,1,1,3,275.7266256
36.50407993,1,1,1,217.6471556
-36.21457225,0,1,2,-8.414197786
52.22609804,0,1,2,363.2822215
58.00364325,1,0,1,276.4674236
88.60477891,1,0,3,479.1740069
119.516176,0,0,2,531.0477279
9.792712154,1,0,2,75.60758482
46.16069998,0,0,2,156.3164525
56.4759329,1,0,1,298.5457202
90.79012715,1,1,2,616.8796117
-16.84100696,1,0,2,-29.47653511
59.24417951,0,0,2,184.841501
55.27122116,1,0,1,321.7347978
56.13782639,1,0,1,264.9441686
25.92601282,1,1,2,221.0111486
-5.181510761,0,0,3,-110.1896043
-0.260765529,0,1,2,87.70383298
104.1189045,1,0,2,498.6064835
68.05092714,1,0,0,252.2019247
60.78932971,0,0,0,268.8367599
23.34446724,1,0,2,158.7348885
18.08274231,0,1,2,-84.93661769
5.280001983,0,1,0,320.7538941
-2.073211414,0,0,2,-174.1350623
13.23086417,0,0,3,-19.95836595
71.67676689,1,0,2,170.4949864
60.80828967,0,0,0,205.9186835
34.07983388,0,0,1,41.80204912
110.4277395,1,0,1,450.2139393
32.1521131,1,0,2,95.49202781
47.25379003,0,1,2,492.1561849
33.2449808,1,1,1,179.4807133
-7.203937124,1,1,1,174.4676428
53.39241729,0,0,0,63.24660708
28.19949923,0,1,2,332.2716247
32.47924373,0,0,1,115.7405943
-9.999364435,0,0,1,-104.9528307
65.6126086,1,1,3,341.7532877
31.15881453,1,0,1,285.7312593
-40.11392518,0,0,2,-245.0865695
66.26268331,1,0,3,415.9060446
-44.41245714,0,0,1,-345.3460343
-1.205607529,1,1,2,140.1419026
-33.61376425,1,0,1,-77.58462332
30.55680372,0,1,3,80.25604252
152.0292307,1,1,1,918.9996076
99.37160715,0,1,2,447.8381469
21.75733547,0,1,1,165.2112194
38.75232451,0,0,2,87.28777852
29.17032358,1,0,0,289.0359382
132.4470678,1,0,1,654.267421
67.46126114,0,1,1,599.8200218
104.8697479,1,0,1,587.9977451
11.23729565,1,1,1,146.0441857
46.70254473,1,0,1,216.245349
5.7254861,1,0,1,21.64083835
-3.373379237,0,0,2,125.003326
-33.30292708,0,1,2,-31.88453527
73.06980066,1,1,2,479.158794
37.85321225,0,0,3,127.7595616
6.151294536,0,0,2,-29.74540166
-75.2706691,0,1,0,-238.4924228
50.04246755,1,1,1,147.1949685
42.94108226,1,1,0,22.47775951
82.97157128,0,1,3,244.8705189
-8.631807036,1,0,2,-42.50628507
7.263999438,1,0,0,202.310799
33.6426422,1,0,2,244.3586456
-42.43047217,0,1,3,-69.99137629
6.563131586,0,1,1,111.22476
54.28972397,1,0,2,405.6862244
47.8355468,0,0,1,1.630517292
25.9673264,0,0,1,-146.3884814
57.58859304,1,1,2,334.1577568
5.411896196,0,1,1,81.62082516
85.7927836,0,0,2,217.480735
36.98248968,0,1,3,130.2396957
96.52384175,1,1,2,446.3435408
21.04596294,1,0,2,116.9809298
82.00273646,0,0,2,474.0424741
79.84105453,1,0,3,375.0777514
7.627413273,1,1,2,-20.03354046
-64.87201638,1,0,3,-163.9973968
-26.54235564,1,1,1,122.6986581
21.0189899,1,1,3,341.74678
78.91028787,1,1,1,534.3871234
73.94126621,0,0,2,293.2828931
11.42844739,1,1,2,85.9033
91.73327027,1,0,2,471.2863795
36.83815394,0,1,1,185.1379913
-32.94260693,1,0,1,-104.3396584
0.968324565,0,1,2,55.31571209
39.30730734,0,1,2,305.4289506
-3.741010012,1,1,1,91.77999829
30.12242976,0,1,1,248.3979207
-11.82218101,1,0,2,-114.8639561
33.10465447,0,0,0,-27.6277719
31.43481209,0,1,3,274.2879694
-22.19419186,1,0,3,-60.49318636
75.54960195,0,0,0,261.2483696
132.3984403,1,0,1,450.6618814
49.33982278,1,1,1,327.3614471
35.44124338,0,0,2,2.155038101
-7.377775976,1,1,2,143.7183629
42.78588559,1,0,1,241.8685938
48.90042617,0,1,1,196.2236624
100.7812606,0,1,0,568.1000378
18.95484111,0,0,0,244.7611814
21.35495808,1,1,2,248.5364251
31.58829376,0,0,1,225.209478
-10.90523648,0,0,1,-219.7207468
42.42763239,0,1,1,310.1243156
56.04739779,0,1,2,344.2906274
40.03906603,0,0,2,231.6109344
-22.9239471,0,0,2,109.1522179
-12.24667654,0,0,1,-42.00476623
25.16083497,0,0,2,125.2117817
78.1258542,0,1,2,509.9905554
49.95065077,0,1,2,277.6514988
63.84671305,1,1,1,280.6670167
65.4809007,0,0,1,111.2818164
25.13115612,0,0,1,236.4186323
27.77617297,0,1,1,216.8714807
47.37001871,1,0,1,138.5275161
86.91891659,0,1,1,529.1746173
22.38318806,0,0,1,71.45352189
23.94956571,0,0,1,144.7119848
17.18743141,1,1,1,288.5710932
61.76875172,0,0,2,515.1276965
94.73915196,1,1,2,556.5114653
-53.66724329,1,0,1,-286.7310131
18.22533852,1,1,3,310.5576674
0.228304378,0,1,3,243.9708588
9.581624605,0,0,2,-123.9269809
13.24219814,1,1,2,46.66338524
50.34729161,1,1,1,353.6472012
42.00959708,1,0,0,298.3153438
69.56957647,0,0,1,399.4396657
34.77015465,0,0,2,90.73486497
-22.13158817,1,1,2,-46.39941871
28.65364734,0,0,3,213.4790568
18.14093338,1,1,2,115.5507083
38.2316242,0,1,2,278.7670104
-11.53440085,1,1,2,273.7317909
-16.29823565,0,1,1,-134.3279246
62.68937528,1,1,1,447.1605048
90.00138996,1,1,1,251.6377055
62.86568063,0,0,2,251.7067271
74.57460988,0,0,1,498.3097234
56.77756816,1,0,1,255.1169661
58.80048724,0,0,1,78.14064349
52.06889697,1,0,1,260.6963719
10.79876166,1,1,2,102.0597807
12.08598819,0,0,2,-111.102207
153.0439905,0,0,2,625.8509955
27.3444299,0,1,2,209.6598766
57.02788224,1,0,2,256.6525311
64.1686727,0,0,3,176.7045745
79.7781243,1,0,1,439.7797101
27.69769381,0,0,2,93.5253603
48.32780649,0,0,1,262.9524025
75.11838917,1,0,1,196.4089858
73.70784416,0,1,2,201.7014309
1.257307083,1,0,1,134.4749994
33.52195236,0,1,1,248.5343619
23.69415954,0,1,3,128.5106132
39.61186784,1,0,3,278.0056589
22.21093452,0,1,3,312.6117381
47.90043042,1,1,0,346.822085
56.11624363,0,0,2,429.2468514
51.61690247,0,0,0,235.4539414
7.923913059,0,1,0,124.3447473
36.59629971,1,0,1,222.6667851
-13.77329185,1,1,2,-189.3549599
68.46618838,1,0,1,432.3252523
72.76558883,1,0,0,199.7785071
55.04097838,1,0,1,260.5298189
22.54833148,1,1,2,161.4284572
37.45769767,0,0,1,72.53186834
12.53297271,0,1,2,121.3149344
81.59759579,1,1,1,340.0167949
3.588725626,0,1,1,84.71977647
-17.83994002,1,0,3,-39.97688828
20.5822291,0,1,0,251.8168383
43.00971224,0,1,2,334.1404277
-11.34918399,1,0,1,92.59700059
53.47800297,1,1,2,392.1841615
45.02230092,1,1,3,391.0341056
57.86485146,1,0,1,366.8248123
-31.95880145,1,1,3,-122.9847597
8.315254052,0,0,1,95.93057461
-13.14119607,0,0,2,-86.52719544
62.69622271,0,0,1,349.2084347
39.81146196,0,0,2,167.8910821
30.91156879,0,1,0,253.3975358
69.68775309,1,0,1,478.0908349
-24.49487058,1,1,2,91.68803019
37.44621571,1,1,1,356.7885481
44.94367084,1,1,1,285.7910547
10.61991372,1,0,1,-13.4938535
69.54719049,1,1,2,403.0435988
116.0563197,0,0,3,524.0354703
37.56712846,1,1,0,389.3327561
160.1850763,1,0,1,658.4590978
57.1887389,0,0,0,148.9583516
50.4984743,1,1,2,322.8319983
98.95583621,1,1,1,475.66816
80.24403102,1,0,2,277.4863347
97.97087833,1,1,2,499.6108431
52.23999677,1,1,3,303.8155915
31.18243055,0,1,1,137.093752
86.5618752,1,1,2,400.5126766
28.21679024,1,1,2,314.9450254
56.88423738,1,0,1,435.2495773
-23.68824748,1,1,1,-102.0423184
7.136382146,1,0,3,248.1683246
37.67181057,0,1,1,245.6064654
22.27961662,1,0,2,181.8862789
14.49574509,0,1,1,279.58209
42.72574525,0,1,1,165.0886133
123.67816,0,0,0,666.0048419
-46.61960027,1,0,1,-79.02158561
51.66772814,1,0,1,152.6072931
59.83660654,0,0,2,403.8726281
20.25051784,0,0,1,-6.914529336
69.72531376,0,0,1,270.4251222
15.78581238,0,1,1,-78.74954996
100.5359269,0,0,1,453.711737
33.87291174,1,0,3,20.2308399
42.64337113,1,1,2,61.95599703
24.4420744,0,0,2,-102.8491756
66.15746538,0,1,1,213.8626932
0.46099317,0,0,1,75.75772042
41.82360963,0,1,2,345.7566971
18.51696148,1,1,3,277.0846752
152.7115299,1,0,0,755.4968902
57.80137887,1,1,1,473.2842887
90.63766318,1,1,2,514.4022398
19.28541316,0,1,1,126.086354
28.54850808,0,0,2,247.4120161
35.65028205,1,0,3,165.8324846
95.09682948,0,1,1,518.7893194
20.74132045,0,1,2,36.7136957
-97.02820665,1,0,2,-408.0938934
27.0459088,1,0,1,229.3893729
57.05082668,0,1,3,383.5730114
105.8683469,1,1,1,721.2853911
29.14719987,1,1,0,207.3769475
78.35429837,0,1,2,368.784421
78.72667198,1,0,0,487.9613668
-7.443705198,0,0,0,-41.05739352
71.11546695,0,1,1,303.6480787
69.78782803,1,1,2,512.9186365
97.92682445,1,1,2,518.0665227
25.80976253,1,1,1,363.9304629
72.12418293,0,1,3,444.2195304
11.51043126,0,0,1,-188.8821913
24.05078832,1,1,2,109.9440571
117.0854122,0,0,1,595.4835928
7.840196086,1,0,1,104.6656481
53.05455663,1,0,3,316.4101585
66.03756414,0,0,1,344.2048881
83.23288201,0,1,0,335.9091021
56.26762996,1,1,3,371.7415505
30.58982518,0,1,3,185.9748248
4.826443453,0,0,2,19.14288709
-2.818972828,1,0,3,34.6970294
94.29097802,0,1,1,478.8561484
5.059043744,0,1,3,105.7118086
61.3548722,0,1,2,464.2043663
3.730719097,1,1,2,173.906531
50.64469782,1,1,1,354.1990959
12.35036247,1,0,1,100.2794243
-101.3066747,0,1,3,-325.2533469
15.67438114,0,0,1,88.32194479
109.3179785,0,0,1,553.4866146
16.73470985,0,1,2,120.6600602
147.207788,0,1,2,714.4800457
56.57229171,0,0,2,385.9502063
58.10321276,1,1,1,200.3576463
57.13576761,1,0,2,300.6881559
54.35109995,1,0,0,121.3125618
64.34396843,1,1,2,436.886147
14.62388186,1,0,2,191.9759634
26.33640523,1,0,0,260.9285031
38.5268446,0,0,2,88.93566775
10.68698016,1,0,3,18.40864735
54.74828406,0,1,1,375.5284066
5.099858605,1,0,3,48.391043
127.7806095,1,0,1,545.5361595
54.35742877,0,0,2,192.7272649
87.52428814,1,0,1,464.4676908
97.08599084,1,1,1,642.5664729
105.2135461,1,0,2,500.7823897
-5.00765863,1,0,2,210.8316645
92.24529856,1,1,2,537.7570644
12.17366697,1,0,2,158.2663909
62.52391673,1,0,1,262.4382824
112.8852411,1,1,1,614.4954945
78.31201888,0,0,2,472.931288
21.62098148,0,0,1,63.58566531
51.56024132,1,1,2,489.0524644
32.6491252,0,0,3,6.760298712
10.44861536,1,1,1,53.94696047
81.22607954,1,1,2,604.8269929
42.20399462,1,1,2,139.1975068
128.1497468,0,1,2,717.3195399
7.697048134,1,1,3,244.2416714
-34.77696433,0,0,1,-163.9354359
-0.312313907,1,1,2,152.4815672
45.19342243,0,1,2,122.1946674
51.61019428,1,0,3,350.7249879
-31.68300418,0,1,2,-24.95269451
43.00058591,1,1,2,453.4368509
12.18085963,1,0,0,79.99190799
-25.35090957,0,0,2,-146.412141
68.38288055,0,1,0,384.6561062
28.34112453,1,0,1,268.0207313
35.8649891,0,1,1,318.6043916
81.01284109,1,0,2,382.1995307
-49.87858867,1,1,2,-229.6838885
49.87467772,1,1,2,257.5790156
17.50700125,1,1,0,140.1229864
115.2955236,1,1,2,537.5635351
93.71787521,0,0,0,377.5690982
15.45164935,1,1,0,435.4682378
-25.25009414,1,0,0,-169.1813033
51.72846553,1,1,2,364.4578272
-10.47537819,0,0,1,-62.52750596
-54.40716688,0,1,3,-225.2479949
51.0858072,0,1,1,158.0548638
83.56245954,0,0,2,387.2326318
13.71894321,0,0,0,153.0519257
96.32187499,1,0,2,378.9932598
16.41498812,0,1,2,99.3613379
61.99537791,0,1,1,302.1894974
87.62190185,1,1,3,515.5469387
81.25168421,1,1,1,501.3508929
31.94860212,0,0,2,61.59422044
70.62976698,0,0,1,309.2711853
46.96771079,1,0,1,361.1925396
-12.59966576,0,0,3,-46.56640956
19.92899933,0,0,1,81.18261181
77.66586401,1,0,3,593.6459696
74.43707763,0,1,2,413.8498834
55.8922863,0,0,1,326.3761956
101.2419388,0,1,3,468.4584183
30.36195929,1,0,1,113.1541934
19.26315108,1,1,2,126.9729544
96.97142443,1,0,1,438.6435763
66.15294921,0,1,0,323.5653966
58.09242303,1,0,2,334.1245527
36.19209523,1,0,2,274.7145038
20.4616864,0,1,2,168.7203763
109.1430463,1,0,1,470.6440978
-1.847206256,0,1,3,11.72671294
75.18032875,0,1,0,449.6134078
12.14110237,1,0,2,148.4281968
-52.90973885,0,1,1,-228.7990458
101.3888036,1,1,2,577.9776931
94.75205949,1,1,0,556.8038136
90.54965732,0,1,1,491.2381569
66.82088804,0,1,2,380.6247181
4.843086568,1,0,1,184.7222405
-36.75624637,0,0,1,-222.9785605
51.8484054,0,1,1,121.9857142
-3.979647717,1,0,1,205.6271645
6.804782346,1,1,1,84.74772228
18.2436738,1,1,2,152.8540617
71.54817855,0,1,1,458.6675722
99.77069045,1,1,3,561.2789639
52.66764919,0,1,1,247.8468329
34.48325977,0,0,2,179.1007607
27.04457201,1,1,0,14.27106611
36.80934375,1,1,1,414.2106656
11.97998781,1,0,2,65.83975789
55.04319513,1,1,2,481.8536194
36.44490345,0,1,2,234.6722273
95.10910866,1,1,0,647.5222005
116.5825165,1,0,2,478.640826
35.45814269,1,1,1,245.6919982
-69.07551041,0,1,3,-312.8052648
102.0773544,1,0,2,592.2564282
70.30266398,1,0,1,231.2625689
92.35158498,1,0,1,506.5122153
56.56662488,0,1,0,295.3163168
26.43373874,1,0,1,430.169856
-21.40032371,0,1,0,-148.3084755
56.61844184,0,1,2,363.5759671
85.77319073,1,1,1,420.0955289
-42.8172865,1,1,1,-151.0624716
40.44250149,1,0,1,147.4949921
33.48607045,1,0,3,219.7242551
61.91542431,0,0,2,188.7184483
57.74125734,1,0,3,83.88998384
-13.98772244,1,0,1,-14.51221199
52.222098,1,0,3,341.5548656
79.7623404,0,1,1,599.435873
8.804073732,1,1,2,186.4749057
-35.12636491,1,1,1,-57.91176257
46.83389734,1,0,2,325.9326807
112.4308909,1,0,2,430.9630606
20.19086988,0,1,1,147.4652546
-10.06506956,1,0,1,-56.07990092
1.167943334,1,0,3,-80.08687128
61.22097454,0,0,2,239.1272
14.66813725,0,0,1,-31.88553264
61.95228347,0,0,1,257.4589554
6.271580014,0,1,2,84.9307033
39.35605725,0,0,2,370.0127265
-12.54237112,0,0,1,108.5829466
10.4475256,0,1,2,275.287027
9.160558605,1,0,1,-5.366236725
97.67185684,0,0,2,486.2397373
-20.33478973,1,0,2,-6.043785595
21.39158457,1,1,1,259.5588974
88.32686143,1,0,1,406.2793009
-48.3724713,1,0,0,-153.1093104
-35.4574778,1,0,2,-62.36271197
90.36214187,1,0,0,408.6464791
23.77127482,0,1,3,284.4219688
34.38218604,1,1,0,307.0105678
141.317427,1,0,2,752.908094
16.58269727,1,0,2,103.8362698
48.34237904,0,1,2,457.263349
73.53104213,0,1,2,97.96552741
45.50363441,0,1,2,187.9324105
84.96944665,1,1,2,439.5904354
45.9142065,0,0,2,118.305382
-41.66947604,0,0,1,-230.7301366
35.29881757,1,0,2,491.1243695
-59.20344498,1,1,2,-181.0801645
75.99353372,0,1,1,333.077002
53.47584918,0,1,2,342.3965972
39.81553701,1,1,2,248.5484352
38.09968643,0,1,1,497.4600376
-67.52719254,1,0,0,-257.163489
2.651105542,1,0,1,-7.179035713
12.20403999,1,0,1,393.2063546
61.91279923,0,0,1,376.0275736
110.563745,0,1,2,514.7360471
-37.45478346,1,1,2,-110.2042783
57.51455218,1,1,3,346.9110776
16.80562922,1,0,1,-168.4730558
73.25671997,0,0,1,261.2021861
49.1056181,0,1,1,218.4945149
-10.73455564,0,0,3,151.338947
-36.17801952,0,0,2,-95.98325495
49.04375446,1,1,2,298.5028327
-38.42095791,1,0,3,-71.46800451
-14.65336837,0,1,2,142.7387179
-1.19888294,0,1,2,-33.85532866
67.45688803,0,1,1,339.4436877
55.32374009,1,1,1,347.4406046
22.30553836,0,0,2,-5.564153036
76.98388858,1,1,2,507.3775803
17.79265245,0,0,1,264.4840561
-13.44339638,0,1,2,-57.85643419
84.88599742,1,0,0,256.9865305
43.78559629,0,0,1,152.6761153
-11.33507637,0,0,2,-233.1008166
3.403639875,0,0,0,-23.19356472
49.73639665,0,1,0,167.9359145
86.58745709,1,0,1,299.2462131
34.60400107,1,0,1,37.71111791
83.98951079,1,0,0,442.7385223
-11.89470691,0,1,0,-60.62692698
53.43449737,0,0,1,334.1349695
-5.377812956,0,1,2,33.52486246
49.73093475,1,1,0,291.4381703
19.3606629,1,0,3,186.5501945
53.97673578,1,0,0,105.1237473
64.46520144,0,1,1,213.4862455
43.16778675,1,1,0,491.4296632
98.41509841,1,0,0,326.0804929
30.4230329,0,1,1,287.8346175
16.82197398,1,0,1,136.0961698
62.86015205,0,1,1,204.1872331
116.2533909,0,0,2,541.4172777
41.9160061,1,1,1,312.3056773
-69.48709983,1,1,2,-145.4864954
39.21896903,0,0,2,218.9840937
31.02857067,1,0,2,168.0620473
114.3220498,1,1,1,553.5134179
45.48986317,0,1,1,272.5320527
19.02631536,0,1,3,172.9524672
41.54079174,0,1,2,109.4325663
-28.63127861,1,0,2,32.53427072
58.11563899,0,0,2,162.4446301
42.81072053,0,1,1,354.0739452
67.90317709,0,0,1,270.3902967
112.5965401,0,0,1,319.5791781
108.2707515,0,1,2,391.9962153
35.35077833,1,1,0,218.7820906
44.18071425,1,0,3,246.3475838
84.05781339,0,0,3,236.6372871
40.92397256,1,1,2,274.6366917
93.83351832,1,0,3,242.6337981
80.99466606,0,0,1,153.9236821
22.58919976,1,0,2,159.9475304
7.149888344,1,0,1,138.0667946
35.65425734,1,0,2,61.66903618
58.51218067,1,1,0,292.1748995
29.31905625,0,0,2,172.0409611
-20.94517189,0,1,1,96.1574043
103.7885046,1,1,0,609.6825882
-21.05952171,1,0,2,-5.190191816
-19.59755902,0,0,1,39.75174609
36.82721288,0,0,2,229.2557009
47.29623049,1,1,2,427.7719364
22.84287108,1,1,1,64.61686056
14.56611405,1,0,1,24.24115035
31.7941495,0,1,1,227.2537225
147.9645289,0,1,1,563.8035151
-3.194708228,1,1,1,53.45137251
30.42224393,1,0,2,223.5307885
31.28689047,1,1,1,403.3305437
67.09595612,1,0,1,375.2439253
11.9046046,0,1,1,187.8968049
-23.30720798,1,1,1,-43.12458862
-37.05993787,0,1,1,-216.5829898
111.5761985,0,1,2,411.0438102
87.1563899,1,0,1,324.6101664
12.67680755,1,1,2,216.789973
75.06945309,1,0,2,215.5038645
51.29219188,1,0,1,357.8974722
50.50960822,1,0,1,326.1476991
53.15628334,0,0,1,328.4341916
67.34173131,1,0,2,322.6012317
38.59984193,1,1,3,185.7497123
70.84105521,1,0,2,267.0861128
68.68871157,0,1,1,444.5884275
58.60606464,0,0,0,59.82695282
-2.603063265,1,1,2,100.9514833
40.61690381,0,0,1,71.37472927
70.27343841,1,1,1,494.6772803
21.15896344,0,0,2,41.53527876
89.36950578,0,1,1,297.441484
45.34786309,0,1,1,149.4395508
173.0299806,1,1,2,839.9406901
61.70295089,1,1,3,304.5288694
74.96084138,0,1,1,519.066839
27.57347178,1,0,3,116.4044824
84.4912431,1,0,3,309.7922345
25.75607111,1,0,3,287.6386068
28.36190699,0,0,2,31.07834607
49.85192386,0,0,2,231.4801257
32.90396838,1,0,2,98.11218778
28.16432532,1,0,2,148.0354449
74.18350707,0,0,2,542.1219487
29.38224341,0,0,2,169.7531052
-33.14952754,1,0,3,-7.018588241
65.40549784,0,1,2,266.2837346
56.27598649,0,1,1,496.7656835
70.05141884,1,0,2,230.1554786
25.11040452,0,0,1,37.62121745
44.58036391,1,0,3,308.4414583
9.894877266,1,1,2,89.66220635
72.6739182,0,1,3,415.2138411
47.46593161,1,1,1,363.3607764
31.19301637,0,0,1,184.3284158
63.19210736,1,0,2,291.1851847
6.162395643,0,0,3,-39.89592644
49.50785312,1,0,0,421.2446883
57.03301604,0,1,2,272.6581544
2.261879562,0,0,0,91.73106009
41.79280579,0,1,1,333.0494202
29.25950228,0,0,1,158.2128048
34.54211819,0,0,2,396.1121078
28.94362552,1,0,1,161.8594521
-8.585807319,0,0,1,-18.32558854
-3.892982694,1,0,1,-20.62984601
77.61270451,0,0,2,436.3401268
83.38237906,1,0,2,323.9049386
38.07753702,1,1,1,313.2148929
-16.31976991,1,0,1,-164.2858178
91.88851168,0,1,3,568.7278065
-35.4836753,1,1,1,69.71205692
27.87939985,0,1,1,426.3403379
67.80851022,1,0,1,360.2284104
65.44194007,1,1,2,292.6060707
22.67343152,0,0,0,-15.92924966
91.94319094,1,1,3,440.4771098
13.54632478,0,1,1,104.9193878
-33.31479817,0,1,1,-162.1782703
47.38768034,0,1,1,207.7995071
60.70260866,0,0,1,359.355159
15.87784422,1,1,3,269.3099189
104.4924518,0,1,1,578.2870488
91.10610358,0,1,3,415.2593532
44.38698303,0,1,1,126.1160435
67.50920828,0,1,2,335.7104907
54.30047881,1,0,1,340.9111481
-25.70679524,1,0,2,-20.1766694
2.832671514,0,0,1,-54.85334502
-18.78554649,1,0,1,-50.9924473
39.3646958,0,0,1,249.448507
78.37173864,1,0,2,245.2886864
90.77553309,1,0,1,276.3042812
118.2032795,0,0,1,622.8069754
-48.91618658,1,1,1,-212.7960286
15.39583021,1,0,3,-170.7591121
-89.94829329,1,0,2,-280.080118
-24.20422939,0,1,2,3.803434372
90.02516895,1,0,3,393.8831427
9.63908389,1,0,1,177.1984622
47.83623168,0,0,1,135.3261996
-45.19549245,1,0,0,-18.72206491
48.36789715,1,0,1,138.2480634
-44.44664348,1,0,1,-181.0473096
-20.53850568,1,0,2,12.54806459
50.94039411,1,1,1,224.5573178
13.55756082,0,1,2,235.7810324
134.9542876,0,0,1,558.0122798
50.32967857,1,1,1,296.6848583
15.9758647,0,0,2,-57.91504825
27.86634555,1,0,1,28.7758007
63.43016225,1,0,0,329.2022961
0.587611765,0,1,2,-21.39356719
22.30638476,1,1,2,215.45344
-7.782715714,0,0,2,-64.92808172
102.6992865,1,0,2,306.077266
41.79485331,1,0,2,352.9105765
12.98363652,1,1,1,6.834489506
29.52032821,0,1,3,147.6133803
79.93318437,1,1,0,542.4032385
41.39885255,0,1,1,379.1237431
31.79930594,1,0,3,204.6298089
51.57198761,0,1,2,251.6385352
100.3823717,1,0,1,507.9080004
-38.40374678,1,0,2,-254.9584091
72.80381632,1,1,2,622.43982
65.37415808,1,0,3,349.7898138
38.83401742,0,0,2,234.9568914
23.25306166,1,1,1,174.3268938
-34.6308598,1,1,2,-90.83495066
-29.78949692,0,0,2,-72.95139487
76.30206631,1,1,0,299.7766334
89.39944267,0,0,2,100.5039349
98.1789258,0,0,3,503.0085538
63.43650148,0,0,2,243.3927818
-21.800603,0,0,1,-131.7713609
136.6734725,1,1,2,679.9748367
69.10468285,1,0,2,261.3735468
35.50036172,0,1,1,347.504801
8.614977939,1,0,3,-11.15093808
28.66080708,1,1,1,329.3994457
-44.77054283,1,1,1,-98.76832337
27.83489026,0,0,2,-28.62548985
64.31508019,1,0,3,422.7382811
8.259724577,1,1,2,140.6550562
59.74092857,1,1,3,328.8132442
4.53439236,0,0,2,24.7942121
124.9099328,0,0,1,706.8632418
1.488404032,0,0,1,140.2158147
-14.74432517,0,1,1,10.78070232
34.74346641,1,1,2,190.6964707
80.00011728,0,0,1,429.979475
61.0531546,1,0,1,274.7042945
30.29795801,1,1,2,299.9046728
89.41726172,1,0,1,423.4579349
14.41796722,0,0,0,222.6327557
62.96090707,0,1,1,429.3148943
14.68462235,0,0,1,68.55610911
9.943846024,0,1,2,21.90122659
